,Unnamed: 0,CODE_GENDER_M,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Occup2,OCCUPATION_TYPE_Occup3,OCCUPATION_TYPE_Occup4,OCCUPATION_TYPE_Occup5,OCCUPATION_TYPE_Occup6,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,months_in_book,Cluster
2907,2907,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009482,0,0,180000.0,-13241,-4451,0,1,0,2.0,273,1
2908,2908,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150009,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2909,2909,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150010,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2910,2910,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150011,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2911,2911,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150012,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2912,2912,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150013,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2913,2913,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150014,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2914,2914,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150015,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2915,2915,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150016,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2916,2916,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150018,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2917,2917,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150019,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2918,2918,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150020,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2919,2919,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150021,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2920,2920,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150022,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2921,2921,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150023,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2922,2922,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150024,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2923,2923,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150025,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2924,2924,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150026,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2925,2925,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150027,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2926,2926,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150028,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2927,2927,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5150029,1,1,180000.0,-14450,-3243,0,0,0,3.0,273,1
2928,2928,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096216,0,0,180000.0,-12843,-431,0,1,0,2.0,32,1
2929,2929,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096217,0,0,180000.0,-12843,-431,0,1,0,2.0,32,1
2930,2930,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096218,0,0,180000.0,-12843,-431,0,1,0,2.0,32,1
2931,2931,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5091911,0,1,180000.0,-11067,-2208,1,0,1,2.0,32,1
2932,2932,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5091912,0,1,180000.0,-11067,-2208,1,0,1,2.0,32,1
2933,2933,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5091913,0,1,180000.0,-11067,-2208,1,0,1,2.0,32,1
2934,2934,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5036520,0,0,180000.0,-11202,-2946,0,0,0,2.0,15,1
2935,2935,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5051034,0,0,180000.0,-8912,-1017,0,0,0,1.0,58,1
2936,2936,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5051035,0,0,180000.0,-8912,-1017,0,0,0,1.0,58,1
2937,2937,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5051036,0,0,180000.0,-8912,-1017,0,0,0,1.0,58,1
2938,2938,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5051037,0,0,180000.0,-8912,-1017,0,0,0,1.0,58,1
2939,2939,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5051038,0,0,180000.0,-8912,-1017,0,0,0,1.0,58,1
2940,2940,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5066561,0,0,180000.0,-8247,-430,1,0,1,2.0,22,1
2941,2941,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5066562,0,0,180000.0,-8247,-430,1,0,1,2.0,22,1
2942,2942,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5066563,0,0,180000.0,-8247,-430,1,0,1,2.0,22,1
2943,2943,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136945,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2944,2944,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136946,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2945,2945,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136947,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2946,2946,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136948,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2947,2947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136949,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2948,2948,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136950,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2949,2949,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136951,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2950,2950,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136952,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2951,2951,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136953,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2952,2952,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136954,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2953,2953,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5136955,0,0,180000.0,-20551,-2057,1,1,0,2.0,218,1
2954,2954,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5025100,0,0,180000.0,-16596,-427,0,0,0,2.0,16,1
2955,2955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5148693,0,0,180000.0,-20600,-198,0,0,0,2.0,43,1
2956,2956,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5148694,0,0,180000.0,-20600,-198,0,0,0,2.0,43,1
2957,2957,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5026132,0,0,180000.0,-23734,-6067,0,0,0,2.0,59,1
2958,2958,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5026133,0,0,180000.0,-23734,-6067,0,0,0,2.0,59,1
2959,2959,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5026134,0,0,180000.0,-23734,-6067,0,0,0,2.0,59,1
2960,2960,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5026137,0,0,180000.0,-23734,-6067,0,0,0,2.0,59,1
2961,2961,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5026143,0,0,180000.0,-23734,-6067,0,0,0,2.0,59,1
2962,2962,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5026144,0,0,180000.0,-23734,-6067,0,0,0,2.0,59,1
2963,2963,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5051260,0,0,180000.0,-17935,-4245,0,0,0,2.0,78,1
2964,2964,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5051261,0,0,180000.0,-17935,-4245,0,0,0,2.0,78,1
2965,2965,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5117439,0,0,180000.0,-17051,-1284,1,1,0,2.0,22,1
2966,2966,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5029162,0,0,180000.0,-12461,-1805,1,0,0,2.0,22,1
2967,2967,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5033805,0,0,180000.0,-16267,-2461,0,0,0,1.0,59,1
2968,2968,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5033806,0,0,180000.0,-16267,-2461,0,0,0,1.0,59,1
2969,2969,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5062011,0,0,180000.0,-11342,-2389,0,0,0,1.0,215,1
2970,2970,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5062016,0,0,180000.0,-11342,-2389,0,0,0,1.0,215,1
2971,2971,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5062017,0,0,180000.0,-11342,-2389,0,0,0,1.0,215,1
2972,2972,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5062019,0,0,180000.0,-11342,-2389,0,0,0,1.0,215,1
2973,2973,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5062020,0,0,180000.0,-11342,-2389,0,0,0,1.0,215,1
2974,2974,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5021187,0,0,180000.0,-10141,-2531,0,0,0,1.0,87,1
2975,2975,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5021188,0,0,180000.0,-10141,-2531,0,0,0,1.0,87,1
2976,2976,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5021189,0,0,180000.0,-10141,-2531,0,0,0,1.0,87,1
2977,2977,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5021190,0,0,180000.0,-10141,-2531,0,0,0,1.0,87,1
2978,2978,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5067101,0,0,180000.0,-16761,-4534,0,0,0,1.0,71,1
2979,2979,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5067102,0,0,180000.0,-16761,-4534,0,0,0,1.0,71,1
2980,2980,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5067103,0,0,180000.0,-16761,-4534,0,0,0,1.0,71,1
2981,2981,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5042159,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2982,2982,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5042160,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2983,2983,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5042161,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2984,2984,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5042162,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2985,2985,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5042163,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2986,2986,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5042164,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2987,2987,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5097144,0,0,180000.0,-19038,365243,0,1,0,2.0,114,0
2988,2988,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5053997,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2989,2989,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5053998,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2990,2990,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5053999,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2991,2991,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5054000,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2992,2992,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5054002,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2993,2993,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5054003,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2994,2994,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5054004,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2995,2995,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5054005,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2996,2996,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5054006,0,0,180000.0,-21191,365243,0,1,0,1.0,285,0
2997,2997,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5146013,0,0,180000.0,-20038,365243,0,0,0,2.0,94,0
2998,2998,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5146014,0,0,180000.0,-20038,365243,0,0,0,2.0,94,0
2999,2999,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5146015,0,0,180000.0,-20038,365243,0,0,0,2.0,94,0
3000,3000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5146016,0,0,180000.0,-20038,365243,0,0,0,2.0,94,0
3001,3001,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5146017,0,0,180000.0,-20038,365243,0,0,0,2.0,94,0
3002,3002,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5086066,0,0,180000.0,-22342,365243,0,0,0,2.0,11,0
3003,3003,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009894,0,0,180000.0,-22134,365243,0,0,0,2.0,20,0
3004,3004,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5036468,0,0,180000.0,-20365,365243,0,0,0,2.0,26,0
3005,3005,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5010642,0,0,180000.0,-19263,365243,0,1,0,2.0,13,0
3006,3006,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5010643,0,0,180000.0,-19263,365243,0,1,0,2.0,13,0
3007,3007,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5090922,0,0,180000.0,-22385,365243,0,1,0,1.0,4,0
3008,3008,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118098,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3009,3009,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118099,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3010,3010,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118100,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3011,3011,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118101,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3012,3012,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118102,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3013,3013,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118103,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3014,3014,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5118104,0,0,180000.0,-23029,365243,0,0,0,1.0,87,0
3015,3015,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5041367,0,0,180000.0,-10315,-2985,0,0,0,2.0,57,1
3016,3016,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5137021,0,0,180000.0,-18181,-351,1,1,0,1.0,158,1
3017,3017,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5137022,0,0,180000.0,-18181,-351,1,1,0,1.0,158,1
3018,3018,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5137025,0,0,180000.0,-18181,-351,1,1,0,1.0,158,1
3019,3019,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5137026,0,0,180000.0,-18181,-351,1,1,0,1.0,158,1
3020,3020,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5137027,0,0,180000.0,-18181,-351,1,1,0,1.0,158,1
3021,3021,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5146312,0,0,180000.0,-10000,-1071,1,0,0,2.0,43,1
3022,3022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5146313,0,0,180000.0,-10000,-1071,1,0,0,2.0,43,1
3023,3023,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5105928,0,0,180000.0,-20188,-393,0,0,0,2.0,53,1
3024,3024,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5105929,0,0,180000.0,-20188,-393,0,0,0,2.0,53,1
3025,3025,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5137459,0,0,180000.0,-17819,-2452,1,0,0,2.0,77,1
3026,3026,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5137460,0,0,180000.0,-17819,-2452,1,0,0,2.0,77,1
3027,3027,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5137461,0,0,180000.0,-17819,-2452,1,0,0,2.0,77,1
3028,3028,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5090419,0,0,180000.0,-15618,-2499,1,1,0,2.0,10,1
3029,3029,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095983,0,0,180000.0,-12696,-3172,1,0,0,2.0,28,1
3030,3030,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095984,0,0,180000.0,-12696,-3172,1,0,0,2.0,28,1
3031,3031,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095985,0,0,180000.0,-12696,-3172,1,0,0,2.0,28,1
3032,3032,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095986,0,0,180000.0,-12696,-3172,1,0,0,2.0,28,1
3033,3033,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5041884,0,0,180000.0,-11871,-2986,0,0,0,2.0,52,1
3034,3034,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5137223,0,0,180000.0,-10868,-1266,1,1,1,2.0,104,1
3035,3035,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5137225,0,0,180000.0,-10868,-1266,1,1,1,2.0,104,1
3036,3036,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5137226,0,0,180000.0,-10868,-1266,1,1,1,2.0,104,1
3037,3037,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5137227,0,0,180000.0,-10868,-1266,1,1,1,2.0,104,1
3038,3038,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5137228,0,0,180000.0,-10868,-1266,1,1,1,2.0,104,1
3039,3039,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117075,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3040,3040,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117076,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3041,3041,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117077,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3042,3042,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117078,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3043,3043,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117079,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3044,3044,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117080,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3045,3045,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117081,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3046,3046,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117082,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3047,3047,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117083,0,0,180000.0,-9948,-704,0,0,0,2.0,109,1
3048,3048,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5068986,0,0,180000.0,-14127,-2058,1,1,1,1.0,103,1
3049,3049,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5068988,0,0,180000.0,-14127,-2058,1,1,1,1.0,103,1
3050,3050,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5068989,0,0,180000.0,-14127,-2058,1,1,1,1.0,103,1
3051,3051,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5068990,0,0,180000.0,-14127,-2058,1,1,1,1.0,103,1
3052,3052,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5068991,0,0,180000.0,-14127,-2058,1,1,1,1.0,103,1
3053,3053,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5068992,0,0,180000.0,-14127,-2058,1,1,1,1.0,103,1
3054,3054,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5069248,0,0,180000.0,-13619,-385,0,0,0,1.0,254,1
3055,3055,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5069249,0,0,180000.0,-13619,-385,0,0,0,1.0,254,1
3056,3056,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5069250,0,0,180000.0,-13619,-385,0,0,0,1.0,254,1
3057,3057,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5069251,0,0,180000.0,-13619,-385,0,0,0,1.0,254,1
3058,3058,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5069252,0,0,180000.0,-13619,-385,0,0,0,1.0,254,1
3059,3059,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5025035,0,0,180000.0,-19190,-1159,1,1,0,1.0,2,1
3060,3060,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5046373,0,0,180000.0,-19558,-1904,0,0,0,2.0,164,1
